timestamps
138.784
2297.88
2298.524
2304.955
2305.305
2305.812
2306.284
2373.433
2374.171
2374.461
2379.701
2380.07
2380.547
2380.916
3307.666
3308.085
3308.808
3309.211
3312.636
3313.7
3326.757
3327.058
3327.624
3328.037
3360.349
3360.895
3361.535
3362.095
3365.61
3365.943
3366.199
3366.568
3367.153
3370.736
3371.336
4364.344
4364.807
4365.604
4370.6
4371.361
4371.843
4372.143
4377.661
4378.431
4379.224
4379.988
4385.556
4386.545
4387.224
4392.833
4393.237
4394.001
4394.713
4395.157
4422.641
4423.089
4423.881
4424.29
4424.712
